nc_index	del_number
0.258754520241	0.002487562189
0.250861563019	0.009950248756
0.244002503116	0.017412935323
0.240166171075	0.024875621891
0.237664620446	0.032338308458
0.235677997113	0.039800995025
0.233732731264	0.047263681592
0.232151831906	0.054726368159
0.230481277979	0.062189054726
0.229036089972	0.069651741294
0.227494424948	0.077114427861
0.226463933173	0.084577114428
0.225028879467	0.092039800995
0.223730879500	0.099502487562
0.222587078532	0.106965174129
0.221795178748	0.114427860697
0.220418549958	0.121890547264
0.219466452350	0.129353233831
0.218429178820	0.136815920398
0.217275863112	0.144278606965
0.216135317198	0.151741293532
0.215006405596	0.159203980100
0.214221620118	0.166666666667
0.212696880897	0.174129353234
0.211985499588	0.181592039801
0.210698922478	0.189054726368
0.209890518991	0.196517412935
0.209198827917	0.203980099502
0.207789094903	0.211442786070
0.206898156040	0.218905472637
0.205641559003	0.226368159204
0.204790210251	0.233830845771
0.203766212893	0.241293532338
0.202100463168	0.248756218905
0.200709740480	0.256218905473
0.199357280010	0.263681592040
0.198267265610	0.271144278607
0.196997135134	0.278606965174
0.195586123865	0.286069651741
0.194413984993	0.293532338308
0.193531641649	0.300995024876
0.192021470760	0.308457711443
0.191185000121	0.315920398010
0.189924088840	0.323383084577
0.189104419358	0.330845771144
0.187860807940	0.338308457711
0.186554785009	0.345771144279
0.185886550307	0.353233830846
0.184286759706	0.360696517413
0.183253677477	0.368159203980
0.182258204448	0.375621890547
0.181484081500	0.383084577114
0.180612159782	0.390547263682
0.179013692477	0.398009950249
0.177950994011	0.405472636816
0.177008997168	0.412935323383
0.176078647055	0.420398009950
0.174710721114	0.427860696517
0.173724542433	0.435323383085
0.172266567911	0.442786069652
0.171051777938	0.450248756219
0.170217706735	0.457711442786
0.168484065281	0.465174129353
0.167485533687	0.472636815920
0.166111804141	0.480099502488
0.164447453290	0.487562189055
0.163009691016	0.495024875622
0.161630584153	0.502487562189
0.159980393829	0.509950248756
0.159064644622	0.517412935323
0.157290933090	0.524875621891
0.155846136039	0.532338308458
0.153969384489	0.539800995025
0.152427131172	0.547263681592
0.151191744535	0.554726368159
0.149579599276	0.562189054726
0.147682554500	0.569651741294
0.146515723708	0.577114427861
0.144895759451	0.584577114428
0.143473866728	0.592039800995
0.141679285926	0.599502487562
0.139585318720	0.606965174129
0.138556297945	0.614427860697
0.136717646368	0.621890547264
0.134739532775	0.629353233831
0.133352172176	0.636815920398
0.131401262734	0.644278606965
0.129753869709	0.651741293532
0.127636122573	0.659203980100
0.125829193805	0.666666666667
0.123465259863	0.674129353234
0.121863744372	0.681592039801
0.120508319741	0.689054726368
0.117544610366	0.696517412935
0.115767830553	0.703980099502
0.113375896391	0.711442786070
0.111367115861	0.718905472637
0.108401823852	0.726368159204
0.106462636974	0.733830845771
0.104513356483	0.741293532338
0.101661985664	0.748756218905
0.099281404353	0.756218905473
0.096981597151	0.763681592040
0.094186640863	0.771144278607
0.090861963231	0.778606965174
0.088408574597	0.786069651741
0.085155587359	0.793532338308
0.082783745443	0.800995024876
