nc_index	del_number
0.376387425101	0.002493765586
0.368335959568	0.009975062344
0.361530920709	0.017456359102
0.356399175783	0.024937655860
0.352021378405	0.032418952618
0.349093533012	0.039900249377
0.346288144238	0.047381546135
0.344306340052	0.054862842893
0.342008287036	0.062344139651
0.340372808764	0.069825436409
0.338319816046	0.077306733167
0.336817442169	0.084788029925
0.334930584630	0.092269326683
0.333525375572	0.099750623441
0.331946757287	0.107231920200
0.330262475762	0.114713216958
0.328906280708	0.122194513716
0.327184503047	0.129675810474
0.325772895430	0.137157107232
0.324279941391	0.144638403990
0.322438510690	0.152119700748
0.321176660480	0.159600997506
0.319651465619	0.167082294264
0.318042477813	0.174563591022
0.316866492074	0.182044887781
0.315256179288	0.189526184539
0.313490745629	0.197007481297
0.312477768838	0.204488778055
0.310938141906	0.211970074813
0.309432902783	0.219451371571
0.308123413571	0.226932668329
0.306432166034	0.234413965087
0.304468229813	0.241895261845
0.303577921178	0.249376558603
0.301701944343	0.256857855362
0.300212180217	0.264339152120
0.299150422154	0.271820448878
0.297385359593	0.279301745636
0.295711882473	0.286783042394
0.294133292085	0.294264339152
0.292345638237	0.301745635910
0.290884657471	0.309226932668
0.288945990099	0.316708229426
0.287416157444	0.324189526185
0.285774656138	0.331670822943
0.283600878645	0.339152119701
0.281862815152	0.346633416459
0.280104157208	0.354114713217
0.278277677246	0.361596009975
0.276229529468	0.369077306733
0.274181116965	0.376558603491
0.272012745041	0.384039900249
0.270420359140	0.391521197007
0.267718630994	0.399002493766
0.265895524391	0.406483790524
0.263310998897	0.413965087282
0.261155237199	0.421446384040
0.259347638755	0.428927680798
0.257051905658	0.436408977556
0.254578449332	0.443890274314
0.252041367116	0.451371571072
0.250205530427	0.458852867830
0.247623991675	0.466334164589
0.245213253449	0.473815461347
0.243187035477	0.481296758105
0.240160203600	0.488778054863
0.237895142220	0.496259351621
0.235437343618	0.503740648379
0.232884026056	0.511221945137
0.229950661347	0.518703241895
0.227433238067	0.526184538653
0.224725599718	0.533665835411
0.221854282306	0.541147132170
0.219751165723	0.548628428928
0.216610211023	0.556109725686
0.214098739919	0.563591022444
0.211283668413	0.571072319202
0.208966314701	0.578553615960
0.205740572975	0.586034912718
0.202910394013	0.593516209476
0.199609298016	0.600997506234
0.196516412316	0.608478802993
0.193627517084	0.615960099751
0.190056663712	0.623441396509
0.187469882203	0.630922693267
0.184168850886	0.638403990025
0.180894282583	0.645885286783
0.177610944736	0.653366583541
0.174464803447	0.660847880299
0.171489160792	0.668329177057
0.167488002514	0.675810473815
0.164858627285	0.683291770574
0.160983531279	0.690773067332
0.158084538908	0.698254364090
0.154729354180	0.705735660848
0.151056816302	0.713216957606
0.147898927265	0.720698254364
0.144030198818	0.728179551122
0.140790800722	0.735660847880
0.137157645493	0.743142144638
0.132803731223	0.750623441397
0.129667711241	0.758104738155
0.125883321914	0.765586034913
0.121913768650	0.773067331671
0.118169901740	0.780548628429
0.114208706592	0.788029925187
0.107841671045	0.800498753117
